Record Length,2500,Points,-1.3800000,159.99999642E-3,,Record Length,2500,Points,-1.3800000,0.0,
Sample Interval,2.0000001E-3,s,-1.3780000,159.99999642E-3,,Sample Interval,2.0000001E-3,s,-1.3780000,0.0,
Trigger Point,689.999964843,Samples,-1.3760000,79.999998212E-3,,Trigger Point,689.999964843,Samples,-1.3760000,0.0,
,,,-1.3740000,159.99999642E-3,,,,,-1.3740000,79.999998212E-3,
,,,-1.3720000,79.999998212E-3,,,,,-1.3720000,0.0,
,,,-1.3700000,159.99999642E-3,,,,,-1.3700000,0.0,
Source,CH1,,-1.3680000,159.99999642E-3,,Source,CH2,,-1.3680000,0.0,
Vertical Units,Volts,,-1.3659999,159.99999642E-3,,Vertical Units,Volts,,-1.3659999,0.0,
Vertical Scale,2.0000000,,-1.3640000,159.99999642E-3,,Vertical Scale,2.0000000,,-1.3640000,0.0,
Vertical Offset,0,,-1.3620000,159.99999642E-3,,Vertical Offset,0,,-1.3620000,0.0,
Horizontal Units,s,,-1.3600000,159.99999642E-3,,Horizontal Units,s,,-1.3600000,0.0,
Horizontal Scale,500.000023749E-3,,-1.3580000,159.99999642E-3,,Horizontal Scale,500.000023749E-3,,-1.3580000,0.0,
Pt Fmt,Y,,-1.3559999,159.99999642E-3,,Pt Fmt,Y,,-1.3559999,0.0,
Yzero,-3.08000000,,-1.3540000,159.99999642E-3,,Yzero,-3.04000000,,-1.3540000,79.999998212E-3,
Probe Atten,1.000000,,-1.3520000,159.99999642E-3,,Probe Atten,1.000000,,-1.3520000,0.0,
,,,-1.3500000,159.99999642E-3,,,,,-1.3500000,0.0,
Note,TDS 2012B - 12:42:55   14/10/2019,,-1.3480000,159.99999642E-3,,Note,TDS 2012B - 12:42:55   14/10/2019,,-1.3480000,0.0,
,,,-1.3460000,159.99999642E-3,,,,,-1.3460000,0.0,
,,,-1.3440000,159.99999642E-3,,,,,-1.3440000,0.0,
,,,-1.3420000,159.99999642E-3,,,,,-1.3420000,0.0,
,,,-1.3400000,159.99999642E-3,,,,,-1.3400000,0.0,
,,,-1.3379999,159.99999642E-3,,,,,-1.3379999,0.0,
,,,-1.3360000,79.999998212E-3,,,,,-1.3360000,0.0,
,,,-1.3340000,79.999998212E-3,,,,,-1.3340000,0.0,
,,,-1.3320000,159.99999642E-3,,,,,-1.3320000,0.0,
,,,-1.3300000,159.99999642E-3,,,,,-1.3300000,0.0,
,,,-1.3279999,79.999998212E-3,,,,,-1.3279999,79.999998212E-3,
,,,-1.3260000,159.99999642E-3,,,,,-1.3260000,0.0,
,,,-1.3240000,159.99999642E-3,,,,,-1.3240000,79.999998212E-3,
,,,-1.3220000,159.99999642E-3,,,,,-1.3220000,0.0,
,,,-1.3199999,159.99999642E-3,,,,,-1.3199999,79.999998212E-3,
,,,-1.3180000,159.99999642E-3,,,,,-1.3180000,0.0,
,,,-1.3160000,159.99999642E-3,,,,,-1.3160000,0.0,
,,,-1.3140000,159.99999642E-3,,,,,-1.3140000,0.0,
,,,-1.3120000,159.99999642E-3,,,,,-1.3120000,79.999998212E-3,
,,,-1.3099999,159.99999642E-3,,,,,-1.3099999,79.999998212E-3,
,,,-1.3080000,159.99999642E-3,,,,,-1.3080000,0.0,
,,,-1.3060000,159.99999642E-3,,,,,-1.3060000,79.999998212E-3,
,,,-1.3040000,159.99999642E-3,,,,,-1.3040000,0.0,
,,,-1.3020000,159.99999642E-3,,,,,-1.3020000,0.0,
,,,-1.3000000,159.99999642E-3,,,,,-1.3000000,0.0,
,,,-1.2980000,159.99999642E-3,,,,,-1.2980000,0.0,
,,,-1.2960000,159.99999642E-3,,,,,-1.2960000,79.999998212E-3,
,,,-1.2940000,159.99999642E-3,,,,,-1.2940000,0.0,
,,,-1.2919999,159.99999642E-3,,,,,-1.2919999,0.0,
,,,-1.2900000,159.99999642E-3,,,,,-1.2900000,0.0,
,,,-1.2880000,159.99999642E-3,,,,,-1.2880000,79.999998212E-3,
,,,-1.2860000,159.99999642E-3,,,,,-1.2860000,79.999998212E-3,
,,,-1.2840000,159.99999642E-3,,,,,-1.2840000,0.0,
,,,-1.2819999,79.999998212E-3,,,,,-1.2819999,0.0,
,,,-1.2800000,79.999998212E-3,,,,,-1.2800000,0.0,
,,,-1.2780000,159.99999642E-3,,,,,-1.2780000,0.0,
,,,-1.2760000,159.99999642E-3,,,,,-1.2760000,0.0,
,,,-1.2740000,159.99999642E-3,,,,,-1.2740000,0.0,
,,,-1.2720000,159.99999642E-3,,,,,-1.2720000,79.999998212E-3,
,,,-1.2700000,159.99999642E-3,,,,,-1.2700000,0.0,
,,,-1.2680000,159.99999642E-3,,,,,-1.2680000,-79.999998212E-3,
,,,-1.2660000,159.99999642E-3,,,,,-1.2660000,79.999998212E-3,
,,,-1.2639999,159.99999642E-3,,,,,-1.2639999,0.0,
,,,-1.2620000,79.999998212E-3,,,,,-1.2620000,0.0,
,,,-1.2600000,159.99999642E-3,,,,,-1.2600000,0.0,
,,,-1.2580000,159.99999642E-3,,,,,-1.2580000,0.0,
,,,-1.2560000,159.99999642E-3,,,,,-1.2560000,0.0,
,,,-1.2539999,79.999998212E-3,,,,,-1.2539999,0.0,
,,,-1.2520000,159.99999642E-3,,,,,-1.2520000,79.999998212E-3,
,,,-1.2500000,79.999998212E-3,,,,,-1.2500000,79.999998212E-3,
,,,-1.2480000,159.99999642E-3,,,,,-1.2480000,0.0,
,,,-1.2459999,159.99999642E-3,,,,,-1.2459999,0.0,
,,,-1.2440000,159.99999642E-3,,,,,-1.2440000,0.0,
,,,-1.2420000,159.99999642E-3,,,,,-1.2420000,0.0,
,,,-1.2400000,159.99999642E-3,,,,,-1.2400000,79.999998212E-3,
,,,-1.2380000,159.99999642E-3,,,,,-1.2380000,0.0,
,,,-1.2359999,159.99999642E-3,,,,,-1.2359999,79.999998212E-3,
,,,-1.2340000,159.99999642E-3,,,,,-1.2340000,0.0,
,,,-1.2320000,159.99999642E-3,,,,,-1.2320000,0.0,
,,,-1.2300000,79.999998212E-3,,,,,-1.2300000,0.0,
,,,-1.2280000,159.99999642E-3,,,,,-1.2280000,-79.999998212E-3,
